Pmid 	 Journal 	 Year 	 Month
28646586	Immunology	2017	10
28647581	Molecular and cellular probes	2017	10
28649869	AIDS research and human retroviruses	2017	8
28651602	Implementation science : IS	2017	6
28655277	Journal of agricultural and food chemistry	2017	6
28655805	Global health, science and practice	2017	6
28656894	Lancet (London, England)	2017	6
28661713	Journal of palliative medicine	2017	12
28662574	Integrative and comparative biology	2017	10
28662646	BMC medicine	2017	6
28662695	BMC public health	2017	6
28662856	Journal of adolescence	2018	1
28664682	Journal of the International AIDS Society	2017	6
28665590	Journal of natural products	2017	7
28665879	AIDS (London, England)	2017	7
28665882	AIDS (London, England)	2017	7
28665883	AIDS (London, England)	2017	7
28666001	PLoS medicine	2017	6
28666412	BMC infectious diseases	2017	6
28670015	Bulletin of the World Health Organization	2017	7
28670315	Frontiers in immunology	2017	1
28670602	Cogent medicine	2017	1
28670647	The Lancet. Planetary health	2017	4
28671630	Nutrients	2017	7
28673047	Journal of tropical pediatrics	2018	4
28673287	Malaria journal	2017	7
28673299	Malaria journal	2017	7
28673344	BMC health services research	2017	7
28674660	PeerJ	2017	1
28674934	Food and environmental virology	2018	3
28675419	International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics	2017	10
28676073	BMC research notes	2017	7
28676093	Malaria journal	2017	7
28676113	Malaria journal	2017	7
28676116	BMC endocrine disorders	2017	7
28678057	Pediatric emergency care	2019	10
28678422	Conservation biology : the journal of the Society for Conservation Biology	2018	2
28679343	The International journal of social psychiatry	2017	9
28679389	BMC public health	2017	7
28679923	Studies in health technology and informatics	2017	1
28679924	Studies in health technology and informatics	2017	1
28680323	Tropical medicine and health	2017	1
28680460	Conflict and health	2017	1
28682645	Food and nutrition bulletin	2017	9
28684572	Genome announcements	2017	7
28686589	PLoS neglected tropical diseases	2017	7
28686692	PloS one	2017	1
28687345	Virus research	2017	6
28688818	The lancet. Diabetes & endocrinology	2017	8
28689664	Lancet (London, England)	2017	9
28691033	BioMed research international	2017	1
28691437	Journal of the International AIDS Society	2017	7
28695030	Case reports in obstetrics and gynecology	2017	1
28695089	Public health action	2017	6
28695141	Open forum infectious diseases	2017	1
28697609	The Onderstepoort journal of veterinary research	2017	6
28700682	PloS one	2017	1
28701194	Parasites & vectors	2017	7
28701823	Food control	2017	6
28702473	Open forum infectious diseases	2017	1
28702863	Maternal and child health journal	2017	10
28704417	PloS one	2017	1
28704504	PloS one	2017	1
28704674	The Science of the total environment	2017	12
28705100	Culture, health & sexuality	2018	3
28705184	BMC pregnancy and childbirth	2017	7
28705204	BMC health services research	2017	7
28705964	Genome announcements	2017	7
28706318	Journal of nematology	2017	6
28706522	Frontiers in plant science	2017	1
28706941	International journal of food science	2017	1
28707249	TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik	2017	10
28707552	Clinical nursing research	2017	8
28708450	The Journal of parasitology	2017	12
28708845	PLoS medicine	2017	7
28709425	BMC endocrine disorders	2017	7
28710814	Transboundary and emerging diseases	2018	2
28712116	Global change biology	2017	12
28712360	BMC medicine	2017	7
28712667	Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases	2017	11
28713365	Frontiers in immunology	2017	1
28713807	Frontiers in public health	2017	1
28713839	Annals of emergency dispatch & response	2014	1
28714338	Natural product research	2018	6
28714832	International journal of health care quality assurance	2017	7
28715157	Journal of the International AIDS Society	2017	7
28716065	Health and quality of life outcomes	2017	7
28716067	BMC research notes	2017	7
28716087	Malaria journal	2017	7
28716210	Injury	2017	10
28716350	The Lancet. Global health	2017	8
28716434	Ultrasound in medicine & biology	2017	10
28717383	International breastfeeding journal	2017	1
28718712	Global health action	2017	1
28718938	Ultrasound in obstetrics & gynecology : the official journal of the International Society of Ultrasound in Obstetrics and Gynecology	2018	9
28719257	The American journal of tropical medicine and hygiene	2017	6
28719278	The American journal of tropical medicine and hygiene	2017	6
28719280	The American journal of tropical medicine and hygiene	2017	6
28719284	The American journal of tropical medicine and hygiene	2017	6
28719301	The American journal of tropical medicine and hygiene	2017	7
28719329	The American journal of tropical medicine and hygiene	2017	7
28719331	The American journal of tropical medicine and hygiene	2017	7
28720488	Hormones and behavior	2017	8
28721168	The Pan African medical journal	2017	1
28721183	Facts, views & vision in ObGyn	2017	3
28721222	New microbes and new infections	2017	9
28721858	The Journal of general virology	2017	7
28722548	Health research policy and systems	2017	7
28722611	The American journal of tropical medicine and hygiene	2017	8
28722634	The American journal of tropical medicine and hygiene	2017	8
28725164	Cost effectiveness and resource allocation : C/E	2017	1
28725165	Cost effectiveness and resource allocation : C/E	2017	1
28725261	Child and adolescent psychiatry and mental health	2017	1
28726064	Journal of cross-cultural gerontology	2017	9
28728497	Journal of empirical research on human research ethics : JERHRE	2017	10
28729018	Vaccine	2017	8
28729309	BMJ open	2017	7
28729751	International journal of behavioral development	2017	7
28730061	African journal of disability	2016	1
28731250	The British journal of dermatology	2017	7
28731901	The Pediatric infectious disease journal	2017	11
28732038	PLoS neglected tropical diseases	2017	7
28732542	Population health metrics	2017	7
28733854	Prevention science : the official journal of the Society for Prevention Research	2017	11
28733937	Biological trace element research	2018	4
28736044	The Lancet. Respiratory medicine	2017	9
28736389	Sexually transmitted infections	2017	7
28736390	Sexually transmitted infections	2017	7
28736392	Sexually transmitted infections	2017	7
28736393	Sexually transmitted infections	2017	7
28736394	Sexually transmitted infections	2017	7
28736396	Sexually transmitted infections	2017	7
28736506	Population health metrics	2017	1
28736507	Population health metrics	2017	1
28736692	Epidemiologic methods	2016	12
28738868	Malaria journal	2017	7
28739116	Vaccine	2017	8
28739367	Acta tropica	2017	12
28741193	World journal of surgery	2018	1
28743792	Practical neurology	2017	12
28744433	Public health action	2017	6
28744434	Public health action	2017	6
28744442	Public health action	2017	6
28744443	Public health action	2017	6
28744444	Public health action	2017	6
28744445	Public health action	2017	6
28744446	Public health action	2017	6
28746166	Journal of acquired immune deficiency syndromes (1999)	2017	11
28746403	PloS one	2017	1
28747371	Journal of clinical microbiology	2017	10
28748027	Journal of oral microbiology	2017	1
28748513	Clinical rheumatology	2017	10
28748670	Animal science journal = Nihon chikusan Gakkaiho	2017	12
28749722	Metabolic syndrome and related disorders	2017	10
28749760	The American journal of tropical medicine and hygiene	2017	10
28753958	Nutrients	2017	7
28754026	Nutrients	2017	7
28755571	Evaluation and program planning	2017	12
28758346	Transboundary and emerging diseases	2018	2
28758879	Plant signaling & behavior	2017	9
28759344	Women & health	2018	8
28759651	PLoS pathogens	2017	7
28760483	Acta tropica	2017	12
28761767	Autism research and treatment	2017	1
28763454	PloS one	2017	1
28764698	BMC public health	2017	8
28766091	Maternal and child health journal	2017	10
28767714	PloS one	2017	1
28768477	BMC evolutionary biology	2017	8
28768916	JCI insight	2017	8
28769725	ZooKeys	2017	1
28769737	BMC nursing	2017	1
28770094	BMC hematology	2017	1
28770596	Journal of the International AIDS Society	2017	7
28771480	PLoS neglected tropical diseases	2017	8
28771495	PloS one	2017	1
28771520	PloS one	2017	1
28771558	PloS one	2017	1
28771637	PloS one	2017	1
28774873	BMJ (Clinical research ed.)	2017	8
28774885	Gut	2017	11
28775391	Crop protection (Guildford, Surrey)	2017	8
28775654	Field crops research	2017	8
28775764	International journal of mental health systems	2017	1
28775938	Public health action	2017	3
28778169	Malaria journal	2017	7
28779803	Foot and ankle clinics	2017	9
28780116	Vaccine	2017	9
28780151	International journal for parasitology	2017	12
28780885	AIDS care	2018	3
28780992	Tissue & cell	2017	10
28783751	PLoS neglected tropical diseases	2017	8
28784129	Malaria journal	2017	8
28784155	Implementation science : IS	2017	8
28784282	Vaccine	2017	9
28785230	Frontiers in psychology	2017	1
28785268	Frontiers in plant science	2017	1
28787002	PloS one	2017	1
28787794	The Science of the total environment	2017	12
28789674	Reproductive health	2017	8
28789724	Animal : an international journal of animal bioscience	2018	2
28789913	International journal of medical microbiology : IJMM	2017	10
28790858	Diabetes, metabolic syndrome and obesity : targets and therapy	2017	1
28791544	Archives of virology	2017	11
28792403	Lancet (London, England)	2017	7
28792500	PLoS medicine	2017	8
28794686	Tropical medicine and health	2017	1
28796791	PloS one	2017	1
28797062	PloS one	2017	1
28798272	The oncologist	2018	1
28798761	Frontiers in plant science	2017	1
28798806	Evidence-based complementary and alternative medicine : eCAM	2017	1
28798952	Journal of veterinary medicine	2017	1
28799825	International journal of STD & AIDS	2018	6
28801004	Journal of pain and symptom management	2018	2
28804765	Journal of global oncology	2015	10
28805017	Transboundary and emerging diseases	2018	2
28805733	Pathogens (Basel, Switzerland)	2017	8
28806597	Applied radiation and isotopes : including data, instrumentation and methods for use in agriculture, industry and medicine	2017	11
28806985	Reproductive health	2017	8
28807181	The Lancet. Global health	2017	9
28807953	Canadian family physician Medecin de famille canadien	2017	8
28808204	Journal of biomedical research	2017	7
28808671	Data in brief	2017	10
28809935	PLoS medicine	2017	8
28810843	BMC pregnancy and childbirth	2017	8
28811652	International journal of obesity (2005)	2018	1
28812457	Culture, health & sexuality	2018	5
28812788	International journal of health policy and management	2017	2
28813542	BMC proceedings	2017	1
28814295	BMC health services research	2017	8
28814396	The American journal of clinical nutrition	2017	10
28815343	Environmental monitoring and assessment	2017	8
28817563	PLoS neglected tropical diseases	2017	8
28817590	PloS one	2017	1
28818071	Malaria journal	2017	8
28818075	BMC international health and human rights	2017	8
28818901	Genome announcements	2017	8
28819030	BMJ (Clinical research ed.)	2017	8
28819256	Scientific reports	2017	8
28819505	The Pan African medical journal	2017	1
28819541	The Pan African medical journal	2017	1
28819635	Gynecologic oncology reports	2017	8
28820692	The American journal of tropical medicine and hygiene	2017	11
28820881	PLoS neglected tropical diseases	2017	8
28821220	Qualitative health research	2018	1
28821530	BMJ open	2017	8
28821916	Social psychiatry and psychiatric epidemiology	2017	10
28826229	AIDS care	2018	1
28826252	Food and nutrition bulletin	2018	3
28830098	Journal of experimental botany	2017	5
28830429	BMC veterinary research	2017	8
28830439	Malaria journal	2017	8
28830492	Reproductive health	2017	8
28830835	Food and chemical toxicology : an international journal published for the British Industrial Biological Research Association	2017	11
28831015	British journal of sports medicine	2018	8
